"Question","Correct_Answer","Distractor1","Distractor2","Distractor3","Distractor4","Distractor5","Distractor6","Distractor7","Distractor8"
"¿Cuál fue la cultura madre de la civilización mesoamericana?","Olmeca","Maya","Azteca","Zapoteca","Tolteca","Teotihuacana","Mixteca","Purépecha","Huasteca"
"¿Cuál es el origen del maíz en la cultura mexicana?","Es un cultivo originario de México y base fundamental de la alimentación desde tiempos prehispánicos","Fue traído por los españoles","Llegó de Asia","Vino de Europa","Se originó en Sudamérica","Fue importado de África","Llegó del Medio Oriente","Vino de América del Norte"
"¿Cuáles son las principales zonas arqueológicas de México?","Chichen Itzá, Teotihuacán, Palenque, Monte Albán, Uxmal, El Tajín","Machu Picchu, Sacsayhuamán, Ollantaytambo","Petra, Palmira, Jerash","Angkor Wat, Borobudur, Prambanan","Stonehenge, Bath, Canterbury","Pompeya, Herculano, Villa Adriana","Karnak, Luxor, Abu Simbel","Persépolis, Pasargada, Susa"
"¿Dónde se encuentra Chichen Itzá?","Yucatán","Quintana Roo","Campeche","Chiapas","Tabasco","Veracruz","Oaxaca","Guerrero"
"¿Qué cultura construyó Chichen Itzá?","Maya","Azteca","Olmeca","Zapoteca","Tolteca","Mixteca","Totonaca","Huasteca"
"¿Cuáles son los principales productos de exportación de México?","Petróleo, productos manufacturados, productos agrícolas, minerales","Solo petróleo","Solo productos agrícolas","Solo productos manufacturados","Solo minerales","Café, azúcar, cacao","Automóviles, electrónicos","Textiles, calzado"
"¿Cuál es la moneda de México?","Peso mexicano","Dólar estadounidense","Euro","Peso argentino","Real brasileño","Peso colombiano","Quetzal","Córdoba"
"¿Quiénes fueron los grandes muralistas mexicanos?","Diego Rivera, José Clemente Orozco, David Alfaro Siqueiros","Frida Kahlo, María Izquierdo, Remedios Varo","Pablo Picasso, Salvador Dalí, Joan Miró","Vincent van Gogh, Paul Cézanne, Claude Monet","Jackson Pollock, Mark Rothko, Willem de Kooning","Andy Warhol, Roy Lichtenstein, Jasper Johns","Leonardo da Vinci, Miguel Ángel, Rafael","Henri Matisse, André Derain, Maurice de Vlaminck"
"¿Quién fue Frida Kahlo?","Pintora mexicana, esposa de Diego Rivera, conocida por sus autorretratos","Escritora mexicana del siglo XIX","Revolucionaria mexicana","Actriz del cine de oro","Cantante de ópera","Bailarina folclórica","Escultora contemporánea","Fotógrafa de guerra"
"¿Qué es el mariachi?","Género musical tradicional mexicano originario de Jalisco","Danza folklórica","Comida típica","Instrumento musical","Festividad religiosa","Artesanía","Juego tradicional","Bebida alcohólica"
"¿Cuáles son algunos géneros musicales tradicionales de México?","Mariachi, ranchera, norteña, son jarocho, huapango","Tango, milonga, chacarera","Salsa, merengue, bachata","Samba, bossa nova, forró","Flamenco, sevillanas, fandango","Blues, jazz, country","Rock, pop, hip hop","Reggae, ska, dancehall"
"¿Cuándo organizó México los Juegos Olímpicos?","1968 (Ciudad de México)","1972 (Múnich)","1964 (Tokio)","1976 (Montreal)","1980 (Moscú)","1984 (Los Ángeles)","1988 (Seúl)","1992 (Barcelona)"
"¿Cuántas veces ha organizado México la Copa Mundial de Fútbol?","Dos veces (1970 y 1986)","Una vez","Tres veces","Nunca","Cuatro veces","Solo en 1970","Solo en 1986","Cinco veces"
"¿Qué es la UNAM?","Universidad Nacional Autónoma de México","Universidad Nacional de América Mexicana","Unión Nacional Autónoma de México","Universidad Nueva de América Mexicana","Unión Nacional de Academias Mexicanas","Universidad Norteamericana de México","Unión Nacional de Artes de México","Universidad Nacional Artística de México"
"¿Dónde se firmó la Constitución de 1917?","Querétaro","Ciudad de México","Guadalajara","Monterrey","Puebla","Veracruz","Mérida","Tijuana"
"¿Qué presidente promovió la expropiación petrolera?","Lázaro Cárdenas (1938)","Plutarco Elías Calles","Álvaro Obregón","Emilio Portes Gil","Pascual Ortiz Rubio","Abelardo L. Rodríguez","Manuel Ávila Camacho","Miguel Alemán Valdés"
"¿Qué estableció la reforma política de 1977?","1) Tiempos oficiales de radio y televisión para todos los partidos políticos 2) La creación de la Asamblea de Representantes del Distrito Federal 3) La prohibición de la afiliación corporativa a los partidos políticos","La creación del IFE","El voto de la mujer","La alternancia en el poder","El sistema de partidos","La democracia participativa","El federalismo electoral","La autonomía municipal"
"¿Qué representa cada color de la bandera?","Verde (esperanza), Blanco (unidad), Rojo (sangre de los héroes)","Verde (naturaleza), Blanco (paz), Rojo (valentía)","Verde (independencia), Blanco (religión), Rojo (unión)","Verde (agricultura), Blanco (industria), Rojo (comercio)","Verde (juventud), Blanco (pureza), Rojo (pasión)","Verde (provincia), Blanco (capital), Rojo (nación)","Verde (campo), Blanco (ciudad), Rojo (país)","Verde (tierra), Blanco (agua), Rojo (fuego)"
